take,object_id,side,frame,label,opposition,gap3d_mm,tip_gap_mm,winding_consistent
pour/17,object_0,left,88,,0.1507,0.672,37.87,True
pour/17,object_0,left,89,,0.1496,0.638,37.53,True
pour/17,object_0,left,90,,0.1207,0.244,35.37,True
pour/17,object_0,left,91,,0.1004,0.451,35.26,True
pour/17,object_0,left,92,,0.0862,0.459,35.63,True
pour/17,object_0,left,93,,0.0595,0.421,31.42,True
pour/17,object_0,left,94,,0.0516,0.423,28.69,True
pour/17,object_0,left,95,,0.0529,0.327,29.33,True
pour/17,object_0,left,96,,0.0498,0.464,28.92,True
pour/17,object_0,left,97,,0.0634,0.485,31.39,True
pour/17,object_0,left,98,,0.0846,0.473,33.36,True
pour/17,object_0,left,99,,0.091,0.267,33.46,True
pour/17,object_0,left,100,,0.0928,0.439,34.59,True
pour/17,object_0,left,101,,0.0837,0.28,33.5,True
pour/17,object_0,left,102,,0.0853,0.172,32.37,True
pour/17,object_0,left,103,,0.1007,0.295,30.61,True
pour/17,object_0,left,104,,0.0896,0.34,30.8,True
pour/17,object_0,left,105,,0.0977,0.433,32.83,True
pour/17,object_0,left,106,,0.1103,0.281,33.88,True
pour/17,object_0,left,107,,0.1257,0.377,34.75,True
pour/17,object_0,left,108,,0.1721,0.465,37.51,True
pour/17,object_0,left,109,,0.2084,0.538,39.16,True
pour/17,object_0,left,110,,0.3151,0.237,40.96,True
pour/17,object_0,left,111,,0.6259,0.417,40.31,True
pour/17,object_0,left,112,,0.5444,0.32,39.26,True
pour/17,object_0,left,113,,0.5114,0.685,38.23,True
pour/17,object_0,left,114,,0.4612,0.357,35.79,True
pour/17,object_0,left,115,,0.3981,0.593,33.4,True
pour/17,object_0,left,116,,0.3711,0.336,30.77,True
pour/17,object_0,left,117,,0.3671,0.258,28.13,True
pour/17,object_0,left,118,,0.3677,0.797,24.17,True
pour/17,object_0,left,119,,0.3547,0.519,21.06,True
pour/17,object_0,left,120,,0.3592,0.152,18.65,True
pour/17,object_0,left,121,,0.3622,0.286,17.33,True
pour/17,object_0,left,122,,0.3739,0.218,16.39,True
pour/17,object_0,left,123,,0.6618,0.324,16.38,True
pour/17,object_0,left,124,,0.8231,0.446,15.67,True
pour/17,object_0,left,125,,0.7849,0.134,15.51,True
pour/17,object_0,left,126,,0.7484,0.444,15.4,True
pour/17,object_0,left,127,,0.7473,0.371,15.4,True
pour/17,object_0,left,128,,0.75,0.242,15.35,True
pour/17,object_0,left,129,,0.7442,0.175,14.61,True
pour/17,object_0,left,130,,0.7449,0.174,14.73,True
pour/17,object_0,left,131,,0.7374,0.235,15.05,True
pour/17,object_0,left,132,,0.3865,0.193,15.75,True
pour/17,object_0,left,133,,0.3429,0.208,15.47,True
pour/17,object_0,left,134,,0.7437,0.355,15.2,True
pour/17,object_0,left,135,,0.7372,0.288,14.33,True
pour/17,object_0,left,136,,0.7293,0.557,14.68,True
pour/17,object_0,left,137,,0.4344,0.41,15.44,True
pour/17,object_0,left,138,,0.6125,0.277,15.76,True
pour/17,object_0,left,139,,0.3465,0.404,16.13,True
pour/17,object_0,left,140,,0.336,0.332,16.16,True
pour/17,object_0,left,141,,0.5016,0.478,15.71,True
pour/17,object_1,right,8,,0.0496,35.995,58.76,True
pour/17,object_1,right,9,,0.0819,20.477,42.64,True
pour/17,object_1,right,10,,0.1489,8.009,29.52,True
pour/17,object_1,right,11,,0.2689,0.709,24.82,True
pour/17,object_1,right,12,,0.385,0.315,21.97,True
pour/17,object_1,right,13,,0.407,0.453,19.4,True
pour/17,object_1,right,14,,0.3897,0.473,19.08,True
pour/17,object_1,right,15,,0.3598,0.629,17.88,True
pour/17,object_1,right,16,,0.3018,0.198,18.92,True
pour/17,object_1,right,17,,0.1219,0.263,21.96,True
pour/17,object_1,right,18,,0.1602,0.452,22.92,True
pour/17,object_1,right,19,,0.167,0.446,23.52,True
pour/17,object_1,right,20,,0.2146,0.348,24.44,True
pour/17,object_1,right,21,,0.2079,0.189,22.37,True
pour/17,object_1,right,22,,0.2096,0.178,21.63,True
pour/17,object_1,right,23,,0.23,0.257,19.53,True
pour/17,object_1,right,24,,0.2431,0.279,15.01,True
pour/17,object_1,right,25,,0.6821,0.236,9.36,True
pour/17,object_1,right,26,,0.726,0.127,6.13,True
pour/17,object_1,right,27,,0.5368,0.164,6.52,True
pour/17,object_1,right,28,,0.2246,0.096,8.53,True
pour/17,object_1,right,29,,0.289,0.158,11.24,True
pour/17,object_1,right,30,,0.5329,0.296,14.21,True
pour/17,object_1,right,31,positive,0.6727,0.262,16.13,True
pour/17,object_1,right,32,positive,0.7517,0.318,17.8,True
pour/17,object_1,right,33,positive,0.7964,0.166,18.05,True
pour/17,object_1,right,34,positive,0.8021,0.149,18.42,True
pour/17,object_1,right,35,positive,0.8009,0.268,18.24,True
pour/17,object_1,right,36,positive,0.8059,0.205,18.01,True
pour/17,object_1,right,37,positive,0.8184,0.429,17.83,True
pour/17,object_1,right,38,positive,0.8401,0.377,17.2,True
pour/17,object_1,right,39,positive,0.8368,0.212,17.12,True
pour/17,object_1,right,40,positive,0.8376,0.135,16.95,True
pour/17,object_1,right,41,positive,0.8729,0.266,17.1,True
pour/17,object_1,right,42,positive,0.9315,0.162,17.01,True
pour/17,object_1,right,43,positive,0.9145,0.34,17.4,True
pour/17,object_1,right,44,positive,0.7416,0.323,17.89,True
pour/17,object_1,right,45,positive,0.871,0.352,19.59,True
pour/17,object_1,right,46,positive,0.8086,0.335,19.89,True
pour/17,object_1,right,47,positive,0.483,0.142,18.06,True
pour/17,object_1,right,48,,0.3503,0.077,15.7,True
pour/17,object_1,right,49,,0.1495,0.17,12.65,True
pour/17,object_1,right,50,,0.055,0.271,9.33,True
pour/17,object_1,right,51,,0.0662,0.177,7.0,True
pour/17,object_1,right,52,,0.0478,0.342,5.83,True
pour/17,object_1,right,53,,0.0575,0.297,5.75,True
pour/17,object_1,right,54,,0.0638,0.13,5.33,True
pour/17,object_1,right,55,,0.4155,0.22,2.68,True
pour/17,object_1,right,56,,0.0629,0.194,7.71,True
pour/17,object_1,right,57,,0.2003,0.222,5.04,True
pour/17,object_1,right,58,,0.5046,0.184,3.79,True
pour/17,object_1,right,59,,0.7452,0.184,4.17,True
pour/17,object_1,right,60,,0.7779,0.269,4.21,True
pour/17,object_1,right,61,,0.649,0.296,6.32,True
pour/17,object_1,right,62,,0.3295,0.469,7.52,True
pour/17,object_1,right,63,,0.0331,0.148,8.29,True
pour/17,object_1,right,64,,0.0207,2.313,12.14,True
pour/17,object_1,right,65,,0.0253,2.219,12.21,True
pour/17,object_1,right,66,,0.0256,4.669,15.59,True
pour/17,object_1,right,67,,0.0266,6.642,17.66,True
pour/17,object_1,right,68,,0.0206,8.092,18.96,True
pour/17,object_1,right,69,,0.0307,7.165,17.78,True
pour/17,object_1,right,70,,0.0321,7.403,17.3,True
pour/17,object_1,right,71,,0.0363,7.414,17.46,True
pour/17,object_1,right,72,,0.0373,7.313,17.64,True
pour/17,object_1,right,73,,0.0373,9.252,19.41,True
pour/17,object_1,right,74,,0.0354,8.672,19.1,True
pour/17,object_1,right,75,,0.0428,6.912,17.48,True
pour/17,object_1,right,76,,0.0421,8.475,18.85,True
pour/17,object_1,right,77,,0.0447,8.268,18.85,True
pour/17,object_1,right,78,,0.0439,6.896,18.44,True
pour/17,object_1,right,79,,0.0423,6.649,18.71,True
pour/17,object_1,right,80,,0.0452,6.939,18.87,True
pour/17,object_1,right,81,,0.0391,8.218,19.3,True
pour/17,object_1,right,82,,0.0537,2.817,14.22,True
pour/17,object_1,right,83,,0.0637,1.122,12.63,True
pour/17,object_1,right,84,,0.0707,0.794,11.27,True
pour/17,object_1,right,85,,0.8894,0.042,7.38,True
pour/17,object_1,right,86,,0.0541,12.034,20.99,True
pour/17,object_1,right,87,,0.0515,2.833,13.6,True
pour/17,object_1,right,88,,0.0456,10.493,21.53,True
pour/17,object_1,right,89,,0.0466,9.141,22.33,True
pour/17,object_1,right,90,,0.0432,11.939,24.23,True
pour/17,object_1,right,91,,0.0563,3.229,16.97,True
pour/17,object_1,right,92,,0.0709,0.408,14.04,True
pour/17,object_1,right,93,,0.0657,0.444,14.29,True
pour/17,object_1,right,94,,0.0685,0.297,12.8,True
pour/17,object_1,right,95,,0.0564,0.355,14.34,True
pour/17,object_1,right,96,,0.0456,0.453,16.86,True
pour/17,object_1,right,97,,0.037,5.214,22.63,True
pour/17,object_1,right,98,,0.0346,4.663,22.62,True
pour/17,object_1,right,99,,0.0351,4.554,21.4,True
pour/17,object_1,right,100,,0.035,0.179,14.53,True
pour/17,object_1,right,101,,0.045,0.514,12.66,True
pour/17,object_1,right,102,,0.7625,0.075,9.45,True
pour/17,object_1,right,103,,0.4322,0.186,10.61,True
pour/17,object_1,right,104,,0.425,0.175,13.16,True
pour/17,object_1,right,105,,0.3953,0.178,14.58,True
pour/17,object_1,right,106,,0.432,0.222,14.91,True
pour/17,object_1,right,107,,0.4967,0.272,16.31,True
pour/17,object_1,right,108,,0.4165,0.419,16.76,True
pour/17,object_1,right,109,,0.5356,0.203,19.28,True
pour/17,object_1,right,110,,0.4361,0.427,18.24,True
pour/17,object_1,right,111,,0.622,0.227,20.55,True
pour/17,object_1,right,112,,0.3902,0.284,20.02,True
pour/17,object_1,right,113,,0.4095,0.234,19.21,True
pour/17,object_1,right,114,,0.277,0.372,17.81,True
pour/17,object_1,right,115,,0.1938,0.352,17.87,True
pour/17,object_1,right,116,,0.1867,0.159,16.85,True
pour/17,object_1,right,117,,0.1923,0.289,15.79,True
pour/17,object_1,right,118,,0.1196,0.272,14.91,True
pour/17,object_1,right,119,,0.1375,0.187,14.42,True
pour/17,object_1,right,120,,0.1519,0.141,14.0,True
pour/17,object_1,right,121,,0.0613,0.295,11.63,True
pour/17,object_1,right,122,,0.0635,0.043,10.89,True
pour/17,object_1,right,123,,0.066,0.194,11.83,True
pour/17,object_1,right,124,,0.0773,0.228,11.89,True
pour/17,object_1,right,125,,0.0685,0.091,12.6,True
pour/17,object_1,right,126,,0.1073,0.233,13.78,True
pour/17,object_1,right,127,,0.0621,0.296,11.52,True
pour/17,object_1,right,128,,0.1013,0.278,12.87,True
pour/17,object_1,right,129,,0.0824,0.256,14.26,True
pour/17,object_1,right,130,,0.0769,0.281,14.58,True
pour/17,object_1,right,131,,0.0841,0.368,13.43,True
pour/17,object_1,right,132,,0.8176,0.342,10.93,True
pour/17,object_1,right,133,,0.8621,0.266,11.5,True
pour/17,object_1,right,134,,0.1851,1.493,19.72,True
pour/17,object_1,right,135,,0.1717,10.974,28.9,True
pour/17,object_1,right,136,,0.1584,16.845,34.47,True
pour/17,object_1,right,137,,0.1451,24.562,40.68,True
pour/17,object_1,right,138,,0.1167,31.738,47.01,True
pour/17,object_1,right,139,,0.1069,40.564,54.9,True
